id,property_id,buyer_contact_id,seller_contact_id,deal_type,stage,token_amount,token_date,commission_percentage,commission_amount,expected_close_date,actual_close_date,notes,created_at
6fd7e2d1-0f3f-4cdd-8b55-048236f4b8e2,00613460-b2c2-45ca-b08f-40ea46c110ef,6a874d33-1f08-41ae-829b-211c77da582e,294659e9-bcce-475b-b411-4fb3a490594e,sale,site_visit_scheduled,,,2,,2026-08-08,,,2026-08-17 19:50:54
86735775-30cd-4e03-aaab-e046541c60be,daf5b7a7-2869-4695-a714-9ee7dade10ca,125c602b-f37a-4d26-aa7a-61519c7c5455,235ec73d-af34-42ee-b835-6b12c7dbec8f,sale,new_inquiry,,,2,,2026-07-31,,,2026-08-17 19:33:23
1488e463-9677-4e2c-b918-08dbc2118a39,2c2dfec2-4fe1-4e3e-bfd5-46f2e3e2ac0d,b94427fc-126f-4c8a-9d85-503c66c30c53,f01b2504-ceae-4568-8929-68ac5df94ffb,sale,new_inquiry,,,2,,2026-07-22,,,2026-08-15 19:15:42
88ea9cb0-d131-49e6-8e4e-8712be5545ee,1bc2a75d-eb3a-47a1-a082-220ea81b1eb5,4494b4a2-6c37-457a-946a-00b4353b451a,a461a578-1c1e-47da-a53e-a0e37c806cc0,sale,qualified,,,2,,2026-08-03,,,2026-07-20 11:26:46
f3035903-9f01-4562-980e-839d421a7ec3,273a2d79-d91e-4ed0-b711-f41c16d6dc25,d7910876-39bb-48c4-9b9f-4204c19b788c,a0354790-95c0-46d5-bb5e-3098fed43942,sale,new_inquiry,,,2,,2026-09-12,,,2026-08-09 18:54:13
8d169dcf-1025-4630-b4d4-5a94630b2a48,938c0cb6-b29d-4515-8a50-8425404ab0d3,b08ccc3b-da1b-4e79-a6a6-0d487bcc60c7,215962e3-e3cd-4456-9359-1e2dcb3968c4,sale,site_visit_scheduled,,,2,,2026-08-08,,,2026-08-08 11:53:53
d1ae49bf-e4c6-4f6e-b500-7b7431ef02aa,29b4261d-4a4e-4781-bcdb-34e85b346fe6,c6ed2311-69f7-4731-bd1f-0d577c50d591,9c32700f-9b27-47be-9f25-880c6007d884,rent,token_bayana_received,30000,2026-05-25,2,5000,2026-09-17,,,2026-06-09 11:56:22
73ce66d7-442b-4e39-919e-07b9b2b2c7f3,9c3f5169-bdda-4026-a9f1-7b626debb6b8,8135c672-fd94-40e9-ad40-bd29a6b39258,470e4ca8-02fb-4192-b12b-098fda8b652d,sale,site_visit_done,,,2,,2026-08-28,,,2026-06-30 09:42:21
2da4cf5b-1b6f-4579-931c-957212ba36fd,9af3e54a-5066-420e-9fb2-b3756b6ac91b,7080e930-5c8b-46a8-980f-64e47dc9444f,a3f8cd3e-4f75-4e46-8eec-3b1c8e72f22b,rent,transfer_registry,90000,2026-05-21,2,23000,2026-07-27,,,2026-07-19 15:46:24
c41cd71f-fd66-4872-9683-5dd8f3d701a5,2d8d8f04-4899-4a58-9927-189fc7d02520,fa13340f-da52-4ad4-bab0-f1f195660757,,sale,qualified,,,2,,2026-09-09,,,2026-08-02 11:15:28
dbf190d9-485e-4837-aaec-bf3bfd05eab2,9130e10f-ecb9-4327-b86e-a99f21e855d3,02f5f140-8620-4f79-8c48-e834409204a5,97a03c42-09bb-48c4-84cf-e1cd23ce58c4,rent,qualified,,,2,,2026-07-25,,,2026-08-03 14:53:59
80dd2a0e-419b-438e-b47f-1c2ef67bd4a1,6f4eaa9d-bae1-47cd-b822-2cac08bb6d96,2aec6e4d-ad27-45a1-90cd-1465fc58aa3f,5f524cbd-d0b8-4708-822c-197b542f65e2,sale,site_visit_done,,,2,,2026-09-12,,,2026-06-27 21:26:13
0ecd34c5-91bb-462a-94c5-88b937d43722,6eeec6aa-d158-4610-85ce-4855eb54b005,f32a047f-cfaf-43f6-8e7d-b43dd3f4817b,abfc0903-425d-450f-835a-b8735cba4128,sale,new_inquiry,,,2,,2026-08-24,,,2026-08-11 15:16:28
94e6c772-08b4-4bfc-bb6b-aadd0bb82ca0,39cc1a8a-9f1c-49b9-b2ba-f47712d455c1,49a0186d-ea11-4e14-8985-57fba6452cb0,,sale,closed_lost,1500000,2026-02-01,2,252000,2026-08-30,2026-01-09,,2026-01-09 20:15:25
4114a49e-0a3d-41e9-a919-ab7295dc0e11,b965126c-6ee1-4abd-b558-90cd3e85efbf,0a586c68-705e-42eb-acc6-c2c07a3873da,215962e3-e3cd-4456-9359-1e2dcb3968c4,sale,site_visit_scheduled,,,2,,2026-07-27,,,2026-08-03 08:46:17
763adae2-8fac-47eb-a8fb-1ed0665b6665,e83a932e-2253-4977-bd21-c1c1cd01f29f,e6be276d-a0f0-404d-8222-4da161b33d13,699b8462-8cfc-4baf-805f-83bfbedd8683,sale,qualified,,,2,,2026-08-16,,,2026-07-27 10:22:12
192ef5e8-b8aa-4c2e-9fca-f93e3441f156,26697475-fe65-43d1-a39a-cbadc81b59de,e7d6cfac-b2d3-4fab-8904-c37d22f30bd9,4608c0b7-052a-4f1d-bc5f-a9bab314a70f,sale,site_visit_scheduled,,,2,,2026-07-24,,,2026-08-17 17:04:19
e6754cfb-75ff-4780-b901-c2e17ec23854,5be5d25f-ec5f-42d9-b4e8-2ebcd38e81bd,d188059e-b850-43b9-9a1a-f72a12b9c55a,574ecc76-46e0-41a7-9d34-81a625fb0aae,sale,closed_won,820000,2026-03-29,2,284000,2026-09-07,2025-11-30,,2025-11-30 10:11:11
cc9dc42f-342d-4994-a464-ede02feebbab,2bfcd8fa-cfbc-4f81-ab75-9feb6edcfcc1,3c3903c8-b5de-475d-8c49-910caafb9e07,fd76d611-3823-4c2b-8ce3-3df842235131,rent,site_visit_scheduled,,,2,,2026-08-06,,,2026-08-02 21:42:33
b5d1b7c8-1c66-4938-8d83-7b2e42600e26,8ecaec01-1fb9-48e8-8fae-638ced15b191,e8ac3071-54ac-4be0-b9d1-cd32ac277431,6dbacfa7-55a2-43a6-8e29-ec85c7072d23,sale,site_visit_done,,,2,,2026-09-19,,,2026-07-12 20:08:33
6f06ae61-cd49-47de-8438-ca4d0d4f0fd8,de85fc29-1d16-439d-93db-b2880130bd0b,e07e8865-6aff-41ad-a54f-f3f6624acc53,1c51c884-e8ab-40a5-bba9-cb1991ee1249,sale,new_inquiry,,,2,,2026-07-25,,,2026-08-04 11:34:11
20436bc2-a164-4d8f-8631-94812b8e814d,f905f397-b7c5-4d93-acea-5a486b2eb7ac,14b513a5-2b6e-4612-94f7-fe6d4215e9c5,,sale,site_visit_scheduled,,,2,,2026-09-17,,,2026-07-07 19:01:29
eca362ae-af3b-4002-a176-d671c6918957,9c9612ed-0e75-49e5-8979-666b77baeb54,70246212-a9b1-4b39-b107-cd29d8f63e50,5ab13d8b-c9f8-40d9-bfc7-dc482073e3af,sale,closed_lost,2730000,2026-04-06,2,691000,2026-08-10,2025-12-04,,2025-12-04 19:03:13
6bde6dc9-2307-4a87-9234-815b7e9f7a45,6eeec6aa-d158-4610-85ce-4855eb54b005,6975695d-11d2-42d9-a2c3-259e9f2d2c02,fd57ff14-3318-401b-98d0-2c7a5bc5825b,sale,qualified,,,2,,2026-08-07,,,2026-07-23 10:15:08
a7a72f39-4ec3-496c-9c68-616e19789e87,4cfa1cef-983f-4774-991b-a6c517a2b6f4,95ea2de3-502b-4b98-a65d-851b035bc037,,sale,new_inquiry,,,2,,2026-09-07,,,2026-08-13 16:37:33
84207490-3f63-45d8-b9b1-d925b0757649,affc966c-f2c4-4a10-9ace-beb3f166de26,f629c795-c7d0-47aa-8857-dcf1b35717a1,f6de2625-bb1c-46bb-bffa-35fac519ca3a,sale,closed_won,610000,2026-03-10,2,117000,2026-08-09,2026-08-02,,2026-08-02 16:08:55
e722aa4d-0a93-4ec8-bddf-4efe2fa47526,b9304e24-e78e-4dd1-8064-ed9ed499d902,e85abad3-0f7f-4f33-b93d-b95a024529f6,f01b2504-ceae-4568-8929-68ac5df94ffb,sale,offer_made,,,2,,2026-09-09,,,2026-08-08 08:15:57
b47a10c2-0f96-42d9-a639-a6de2e539f4c,7683aeed-b572-49e5-83cd-28055d9b5169,b3383151-1e4f-41ae-9886-bd83654a7971,05f05440-79a2-4d88-bc14-0af3f8f74ff9,sale,new_inquiry,,,2,,2026-09-19,,,2026-08-08 11:42:50
b1250a38-0d2e-4a69-a048-6890418e6ffc,8d4db098-ad90-4b40-82d1-5ff96719f980,8ed46ba7-ac13-4e0d-8ec0-4ada87ea2914,5eb7e938-ef56-486f-b048-6cc9e28a368b,sale,offer_made,,,2,,2026-07-29,,,2026-07-17 16:42:27
93685203-026c-420a-ad5a-fce6bbae1316,ea851ff0-f3be-4c62-9ec2-05186f6eb210,ccf38825-c2d6-446d-83f9-e76c51dc743b,b80669e2-471b-41fe-8ffa-1f91f746ed2b,sale,closed_lost,1070000,2026-07-04,2,212000,2026-08-11,2025-11-03,,2025-11-03 14:12:58
7a556cd8-bbed-42e5-8709-a108148a8cc6,942b41d3-651d-4d03-9df4-d8f265d203bc,a0f2264a-92fc-4e90-a927-132d79dfee7a,1a7dc1fd-920a-48f3-a866-ea52d5b16ad8,rent,sale_agreement,80000,2026-07-01,2,31000,2026-09-18,,,2026-07-26 17:42:08
396f5617-3025-4ecd-9094-731adc6b9620,6f4eaa9d-bae1-47cd-b822-2cac08bb6d96,7c62d0a3-655a-4b73-a369-c151eaeecd21,5f524cbd-d0b8-4708-822c-197b542f65e2,sale,due_diligence,1480000,2026-06-30,2,333000,2026-08-19,,,2026-05-30 21:26:02
c58468d3-73f2-47c3-a0c3-c57916ffde2d,8b9dbc0f-98e9-491f-8c3a-ecb8082f7116,9777a3ed-015c-45c6-a8a5-a3065c24dd79,e482b09e-9557-4bf7-acfc-2c661e9c9130,sale,offer_made,,,2,,2026-09-04,,,2026-07-13 19:25:39
681dbdaa-1e8b-41f0-a8ad-44926c471429,1ec75161-7fa3-4f60-b8d9-6aa1ba35c9fc,2b7b9213-c52f-4d22-a748-b679f7026325,f58bf36e-969c-43a9-8a23-d73ec0cb7a84,sale,closed_won,230000,2026-03-17,2,64000,2026-09-17,2026-02-25,,2026-02-25 08:51:35
c27892f0-7dbb-4ef3-9b84-3bd441b8865c,f905f397-b7c5-4d93-acea-5a486b2eb7ac,f29ef226-ed41-4f26-8980-72293fc778ec,6b06eac3-0fc0-4010-adfc-f18990635f70,sale,qualified,,,2,,2026-09-19,,,2026-08-04 19:09:39
04a2e151-3fc0-4b3e-9dc1-6f6e94db30c1,2c626416-8186-41ee-ac81-a529fda3def5,bfe8bb0c-4829-45ee-a843-1dae954e610c,574ecc76-46e0-41a7-9d34-81a625fb0aae,sale,qualified,,,2,,2026-09-18,,,2026-08-17 09:30:03
bfee5448-7b25-457b-87b1-246e8586e9bf,9d3da264-308f-4472-b716-6faff9271368,cb1447e6-1451-4f9f-8699-ab058aab9ec3,,sale,sale_agreement,3100000,2026-06-22,2,785000,2026-08-01,,,2026-06-29 21:27:21
07d80742-3b80-4a10-9c24-a668755e2c12,eb096928-a282-40c9-9557-c42dd343513f,e7be3cf1-39de-45ad-bd7d-a121f627191c,751d231e-1740-4e10-b255-8f1c89232fe8,sale,site_visit_done,,,2,,2026-08-02,,,2026-08-01 10:02:36
17412472-7a07-4600-aff0-f41876bb34f7,2bfcd8fa-cfbc-4f81-ab75-9feb6edcfcc1,4cb8e8ea-735a-41e0-a9b4-4a3b99e331dd,fd76d611-3823-4c2b-8ce3-3df842235131,rent,closed_lost,20000,2026-04-27,2,5000,2026-08-30,2025-11-19,,2025-11-19 11:23:59
02e8e9df-43f3-44d6-9854-6fc78406f316,5ba71510-0180-4096-8dd1-70622ea9c6c3,c6bb3bca-d735-4134-baef-25e98e869d8e,dfc9f393-28b8-4cde-a710-a6a604d77434,sale,new_inquiry,,,2,,2026-09-10,,,2026-08-19 12:52:49
5d5eaa77-8031-4839-8f34-9a4a7972c603,36b9d5eb-297a-465a-93ed-45f96830a7a0,03dc80fc-ebb0-4720-85c4-e48bc7a1d133,340ba938-c318-4eb6-9071-7a799cc96f09,sale,offer_made,,,2,,2026-09-15,,,2026-07-16 12:40:54
0b15082e-c7a6-4cc2-b00f-802513768844,0c042d1c-190c-4e64-9730-e47c13ccce61,2fd0c10e-3e8f-49a3-a4ea-9c38e2bd16f8,cd7c00e2-637a-4a9a-b644-ca0c2b11f661,sale,site_visit_done,,,2,,2026-08-06,,,2026-08-13 18:43:42
a32be31c-aa3a-4d06-88fb-3d63d9e965e8,7df42a89-3d4b-447e-8003-0aee185670c8,ed5ee2c6-67e0-4f44-8f2e-e749e7e516e1,8303c920-c8f8-434f-b6ba-caffb334e899,sale,qualified,,,2,,2026-08-19,,,2026-08-19 17:30:40
104c2b1f-0d7c-46f8-9ad0-9061338e959c,c63e13b5-721c-4825-8caa-039c6f514d10,4aae2375-f950-4714-95d4-c2afdfcf543f,,sale,new_inquiry,,,2,,2026-09-13,,,2026-08-02 18:00:49
f6eee0de-a2b2-4426-ba2b-0627231e2a53,daf5b7a7-2869-4695-a714-9ee7dade10ca,96c4159c-6885-4a34-9436-803a50c0bd6e,d0c5f0a3-b07f-4739-aad8-8f0c197066e0,sale,new_inquiry,,,2,,2026-09-16,,,2026-08-16 18:36:49
b75eb8b0-f560-49ed-9202-83ab62b3dc52,e5e6cbaa-39a4-4ad9-a84f-fb7e18438a5a,3f986d33-59fc-47f6-a8bc-0a082ca96e80,ca2d6ca4-dfe3-4f1b-b53c-b1760e3ecd00,rent,site_visit_scheduled,,,2,,2026-09-17,,,2026-07-26 10:05:39
643a066a-c243-4934-ab25-e0eb80aca196,de85fc29-1d16-439d-93db-b2880130bd0b,6cfb0603-6dfc-4dec-915e-82a3ec357dd0,1c51c884-e8ab-40a5-bba9-cb1991ee1249,sale,new_inquiry,,,2,,2026-09-14,,,2026-08-08 19:37:54
ce8d11c3-218b-47f8-811f-fe80c339b324,d015ef62-8e28-47d4-99ab-216159ac7a37,f773287c-b77a-49ea-8086-dbb35bb0b4a3,279ba864-a58b-4617-b9d9-a060c512d7c2,sale,new_inquiry,,,2,,2026-09-11,,,2026-08-12 18:32:12
b5fd2d5a-1a9f-4bd8-86f3-da0b8ec8d912,daf5b7a7-2869-4695-a714-9ee7dade10ca,6837e150-a2d5-4e31-bbf7-b08043098250,,sale,qualified,,,2,,2026-08-13,,,2026-08-04 12:00:42
180c8824-7e38-4a30-bb80-458d1bb4f2cb,3fbb7fd7-1f13-4d84-9901-73b1a5388c91,7896e378-6570-42c4-a075-268b19ba0eb9,e2ccf0cc-45e2-4dd8-a365-9adb43fe94b8,sale,new_inquiry,,,2,,2026-08-17,,,2026-08-19 16:44:09
c696974f-59a6-47d0-8786-24088f786265,77c1ee6e-55d2-480c-b5d0-25e3f521115c,3525309a-25c5-4e52-be56-ce9fdb28107b,b9caad0c-d57d-449d-8593-5f6fffe01f44,sale,token_bayana_received,3460000,2026-07-12,2,1053000,2026-08-09,,,2026-07-19 21:41:02
a6dc812c-30f7-4515-9cd4-4b72587f7930,1286e053-84c6-43a4-ab0c-622e24e3610a,98c563a8-3fab-4a96-8490-a3866d41047b,ae854e8d-d950-43bc-bbd0-e77f17b31a27,rent,new_inquiry,,,2,,2026-08-25,,,2026-08-11 10:36:54
19363153-155e-4160-8483-187263b87c8e,9c9612ed-0e75-49e5-8979-666b77baeb54,c99021de-2f72-4dcc-8078-c03995b69106,5ab13d8b-c9f8-40d9-bfc7-dc482073e3af,sale,site_visit_scheduled,,,2,,2026-08-29,,,2026-07-09 18:13:51
d3a331cc-659b-451c-b38d-1c04280f5199,daf5b7a7-2869-4695-a714-9ee7dade10ca,b96f1565-cd3d-4ed2-83b3-f86c6150aace,,sale,token_bayana_received,860000,2026-05-25,2,199000,2026-08-07,,,2026-07-06 21:56:56
b79e0e19-68be-4186-b0b2-d4cedb894427,69a4e722-49b6-437d-8af9-d169ec9a4f6e,8ea97a9e-4cfc-4d49-9cc5-1970f2a147d6,116cef39-a0f7-40b0-a225-35f89bc2527d,sale,closed_won,2390000,2026-06-28,2,429000,2026-09-19,2026-08-05,,2026-08-05 11:46:35
