id,property_type,purpose,size_unit,size_value,city,area,society,phase,block,plot_number,file_number,file_type,payment_plan_status,transfer_fee_status,asking_price,rent_price,dc_rate,market_rate,development_charges_status,possession_status,verification_status,status,owner_contact_id,created_at
88b88bd3-4972-4ce2-b503-82d67df59c4a,agricultural,rent,Marla,6,Lahore,Askari 10,Askari 10,Phase 4,A,677,,,,paid,,55000,,,paid,under_development,not_verified,sold,6c75b565-ca97-4ecd-a75d-d0e97b94bab1,2025-12-10 09:28:46
d3472d4a-b673-4dcd-b119-2c8ebdb5f46c,residential_plot,sale,Marla,5,Lahore,DHA Lahore,DHA Lahore,Phase 1,,608,,,,,11650000,,7320000,12470000,,possession_ready,noc_verified,sold,,2026-04-06 19:27:49
9d3da264-308f-4472-b716-6faff9271368,house,sale,Sq Yd,3565,Faisalabad,Wapda City,Wapda City,Phase 4,D,,,,,pending,39250000,,26480000,43310000,,file_only,noc_verified,rented,,2026-07-06 16:48:00
82a3c489-9be0-4b75-b7ba-1962b0787980,house,rent,Kanal,4,Lahore,Wapda Town,Wapda Town,,,,,,,pending,,70000,,,pending,under_development,fard_checked,available,f24dbc9b-d721-4863-a336-12f8ab186836,2026-05-23 21:58:54
7f62fa10-98ee-40ea-a9ce-ee2b4b9de70f,house,rent,Marla,16,Rawalpindi,Bahria Town Rawalpindi,Bahria Town Rawalpindi,,,,,,,paid,,95000,,,,constructed,registry_pending,available,232b0bbc-2153-4df9-9173-7519c99c12e5,2026-06-29 13:23:01
03050239-d9bd-4376-930f-e5d6f2937b5a,apartment,rent,Kanal,1,Islamabad,DHA Islamabad,DHA Islamabad,Phase 1,,,,,,paid,,85000,,,,under_development,not_verified,sold,,2025-08-12 10:31:44
c63e13b5-721c-4825-8caa-039c6f514d10,commercial,sale,Sq Ft,802,Islamabad,F-10,F-10,,,224,,,,,21400000,,11580000,24170000,,under_development,noc_verified,available,,2025-12-07 11:47:56
5ba71510-0180-4096-8dd1-70622ea9c6c3,apartment,sale,Kanal,2,Lahore,Askari 10,Askari 10,Phase 6,B,,,,,pending,3750000,,2650000,4020000,pending,possession_ready,not_verified,token_taken,dfc9f393-28b8-4cde-a710-a6a604d77434,2026-01-16 18:57:15
3767b463-cf98-4cde-a66e-098a812e062c,apartment,sale,Sq Ft,2958,Faisalabad,Madina Town,Madina Town,,F,,,,,pending,37900000,,19400000,42860000,paid,under_development,not_verified,available,,2026-03-10 19:42:12
4a3a9759-c8e9-4f32-8864-0847f4cf254b,commercial,sale,Sq Ft,1514,Lahore,Model Town,Model Town,Phase 3,,781,,,,pending,3000000,,2350000,3240000,,under_development,fard_checked,sold,,2025-08-24 18:27:52
e4360fa8-6f7d-4c89-827e-d0570df02551,apartment,sale,Kanal,4,Karachi,North Nazimabad,North Nazimabad,Phase 8,A,,,,,pending,14000000,,9710000,14010000,,under_development,transfer_complete,available,,2026-06-16 16:14:17
54f5d242-b94d-40b6-9509-f9ec739b4bfc,house,sale,Sq Ft,2457,Islamabad,Bahria Town Islamabad,Bahria Town Islamabad,Phase 5,,,,,,,39100000,,24450000,43710000,paid,file_only,fard_checked,rented,,2026-06-18 08:44:38
0729a1eb-eb07-4c49-9d81-27997c49b0fe,file,rent,Marla,11,Lahore,Johar Town,Johar Town,Phase 7,G,214,F-69113,closed,on schedule,paid,,60000,,,paid,possession_ready,not_verified,available,ea72abd5-76d3-4288-a628-16203be1af2c,2026-06-02 11:56:03
97b24cd1-c4ea-4e4e-acb4-30d318127c78,house,sale,Sq Ft,1600,Rawalpindi,Askari 14,Askari 14,,D,,,,,,24950000,,13560000,26090000,,under_development,fard_checked,available,,2026-04-04 20:14:37
fa1244e2-06d8-4013-b11e-4582171543c1,house,sale,Sq Ft,1578,Lahore,Askari 10,Askari 10,Phase 6,,,,,,pending,15150000,,9910000,15380000,pending,under_development,transfer_complete,available,,2026-03-24 09:02:20
16090ad0-7606-4ee7-bb78-401943f66886,apartment,rent,Marla,3,Bahawalpur,Shadra Town,Shadra Town,,F,,,,,,,165000,,,pending,under_development,registry_pending,available,5bbe548f-25e1-45f3-af39-97ae820b8c11,2026-05-16 18:39:34
ceeb9bd4-7ff9-431a-87fb-09d00a6a985f,file,sale,Marla,4,Lahore,Wapda Town,Wapda Town,,C,584,F-22446,ballot,on schedule,pending,12400000,,8710000,12380000,paid,possession_ready,not_verified,available,,2025-10-27 12:24:11
9c9612ed-0e75-49e5-8979-666b77baeb54,agricultural,sale,Marla,4,Islamabad,G-11,G-11,,F,811,,,,paid,34550000,,24110000,39000000,,possession_ready,fard_checked,available,5ab13d8b-c9f8-40d9-bfc7-dc482073e3af,2026-08-20 10:52:42
e7b0c10a-2e15-473e-b094-bb865cc7622f,apartment,sale,Marla,8,Peshawar,DHA Peshawar,DHA Peshawar,Phase 5,B,,,,,paid,13750000,,10190000,14080000,pending,possession_ready,not_verified,available,812c9b7a-64e9-47dc-b6d4-4a71dd2f3afd,2026-04-29 16:15:30
9130e10f-ecb9-4327-b86e-a99f21e855d3,house,rent,Kanal,1,Karachi,Clifton,Clifton,,,,,,,,,175000,,,,file_only,fard_checked,suspended,,2025-11-26 18:10:16
5be5d25f-ec5f-42d9-b4e8-2ebcd38e81bd,residential_plot,sale,Marla,9,Karachi,Clifton,Clifton,Phase 8,E,241,,,,,14200000,,10070000,14140000,,file_only,fard_checked,token_taken,574ecc76-46e0-41a7-9d34-81a625fb0aae,2026-07-04 09:25:56
692a73d8-8f21-4767-a5ec-9c4da547f86a,house,rent,Marla,5,Faisalabad,Jinnah Colony,Jinnah Colony,,D,,,,,,,50000,,,paid,file_only,registry_pending,rented,6d7ad5cb-0dda-4f93-b488-e6feb110ee7a,2026-06-01 20:13:04
8b1f670f-0b0e-4152-94db-fb3f48df44e0,commercial,sale,Sq Ft,1559,Lahore,Wapda Town,Wapda Town,Phase 4,H,320,,,,,13050000,,8010000,13990000,paid,file_only,noc_verified,sold,6e886e84-ff95-4261-a741-189bd1e16623,2026-03-16 14:12:01
8b12c6ab-1541-4417-ba20-c9c4b2a0f257,house,sale,Sq Ft,3473,Rawalpindi,Bahria Town Rawalpindi,Bahria Town Rawalpindi,,H,,,,,paid,51400000,,30270000,56530000,pending,under_development,noc_verified,available,8b524916-2321-4f72-9c19-cd62312f1f05,2026-05-21 09:49:17
abb58fe0-304d-45ee-bf5e-b5f18ae3f990,apartment,sale,Sq Ft,2412,Karachi,Clifton,Clifton,,,,,,,,5650000,,3700000,6250000,pending,possession_ready,not_verified,available,,2026-04-14 08:44:42
db668ecd-a5ad-4165-baac-7d77c4fd1a95,residential_plot,rent,Sq Ft,1129,Islamabad,F-11,F-11,,B,103,,,,,,70000,,,paid,possession_ready,not_verified,sold,,2025-08-23 15:30:53
7c1c1fe6-00c5-4819-ad16-ddfca43093b4,apartment,sale,Marla,10,Faisalabad,Madina Town,Madina Town,,,,,,,pending,17450000,,9750000,17400000,paid,under_development,fard_checked,available,,2026-07-18 20:06:58
e952fe16-bf63-4b9a-94e3-c86771d5c63b,agricultural,sale,Sq Ft,1677,Sialkot,Model Town Sialkot,Model Town Sialkot,,,491,,,,paid,9950000,,6130000,10300000,paid,file_only,registry_pending,available,,2026-07-13 16:57:39
faffac32-b245-4150-813e-59c350ab8cdd,house,sale,Kanal,3,Lahore,Johar Town,Johar Town,,H,,,,,,32300000,,23960000,30990000,pending,possession_ready,fard_checked,available,d17eda11-4a3c-47de-8248-db0302097446,2026-01-22 15:36:15
eb096928-a282-40c9-9557-c42dd343513f,residential_plot,sale,Kanal,1,Bahawalpur,Shadra Town,Shadra Town,Phase 7,,319,,,,,19250000,,10070000,21180000,,constructed,registry_pending,token_taken,,2026-08-18 11:12:21
ee42b624-7a5e-4a9a-a0ca-f9a220f35d55,commercial,rent,Sq Ft,747,Islamabad,Bahria Town Islamabad,Bahria Town Islamabad,Phase 6,,531,,,,paid,,270000,,,pending,under_development,registry_pending,sold,e7ce7771-4fda-4994-a8fa-82f149fb6ecf,2025-11-28 20:31:18
e5a93263-d380-4730-8580-45b5a995e4ff,residential_plot,sale,Marla,13,Islamabad,F-10,F-10,Phase 8,,383,,,,,13100000,,8420000,14130000,pending,file_only,not_verified,available,4e7cd01a-c37e-4d6a-bf14-da1f3b6d3712,2026-05-04 14:36:12
a67be166-debb-4605-8b5d-e178ea30b474,apartment,sale,Marla,7,Lahore,Gulberg,Gulberg,Phase 1,,,,,,,3850000,,2190000,4400000,pending,under_development,registry_pending,sold,,2026-08-15 19:34:45
29b4261d-4a4e-4781-bcdb-34e85b346fe6,residential_plot,rent,Sq Yd,2962,Lahore,Gulberg,Gulberg,Phase 9,D,627,,,,,,20000,,,,possession_ready,fard_checked,available,9c32700f-9b27-47be-9f25-880c6007d884,2026-05-23 18:09:49
8669ec09-3a1e-4d2c-89a8-45ce1105cc55,house,sale,Sq Ft,3119,Lahore,Wapda Town,Wapda Town,Phase 9,D,,,,,,38650000,,25750000,37170000,paid,under_development,fard_checked,sold,,2026-06-30 10:26:06
72ff0547-267f-40bd-9faf-f1a11c1abe76,house,rent,Sq Ft,3302,Karachi,DHA Karachi,DHA Karachi,Phase 4,F,,,,,,,220000,,,,constructed,fard_checked,available,,2026-01-29 12:17:20
0b105ae3-89a8-4b99-819c-6160d27b0daa,house,sale,Kanal,4,Lahore,Wapda Town,Wapda Town,Phase 1,E,,,,,,32250000,,22720000,31980000,paid,possession_ready,not_verified,available,,2026-07-09 21:43:11
347f4219-5f1d-4b2c-9389-c1191a65569d,house,rent,Marla,4,Karachi,PECHS,PECHS,Phase 9,H,,,,,paid,,180000,,,,file_only,noc_verified,available,,2025-12-14 08:19:07
f9c77dc8-d7de-4dcd-a0a7-42be83ea132d,file,rent,Marla,9,Karachi,DHA Karachi,DHA Karachi,,,130,F-83611,closed,completed,pending,,130000,,,,file_only,noc_verified,available,b5cfd5ec-61f8-4a79-b528-3388014c4dff,2025-11-08 14:05:30
15f635ca-4149-4241-ad0a-cc7c0b23bb23,residential_plot,rent,Sq Yd,2942,Lahore,DHA Lahore,DHA Lahore,,,953,,,,pending,,225000,,,paid,possession_ready,noc_verified,available,,2026-07-20 09:24:45
d712362a-b43b-431b-b25a-08c7b6b35c28,house,rent,Sq Yd,2839,Lahore,Askari 10,Askari 10,,,,,,,,,25000,,,paid,possession_ready,fard_checked,available,f58bf36e-969c-43a9-8a23-d73ec0cb7a84,2025-08-21 21:51:43
ea78c70f-1c61-4462-be46-d4fbf4322ecf,commercial,rent,Sq Ft,3901,Islamabad,Bani Gala,Bani Gala,Phase 1,F,972,,,,pending,,65000,,,,possession_ready,noc_verified,available,bee02dca-0c42-4897-8f65-71b5168b3ab1,2026-07-18 09:31:41
59d4ac60-6707-45e1-8eb2-276e20627902,commercial,sale,Sq Ft,3350,Rawalpindi,Bahria Town Rawalpindi,Bahria Town Rawalpindi,,,533,,,,,59050000,,34790000,67480000,,under_development,transfer_complete,available,,2025-08-28 12:57:40
f979c684-9f63-401f-98d9-e9492d1bddde,residential_plot,sale,Kanal,3,Sialkot,Model Town Sialkot,Model Town Sialkot,,,91,,,,,59350000,,39570000,59790000,pending,possession_ready,fard_checked,available,fae620cb-c741-483d-aa5f-df92b75fdc16,2026-05-03 16:51:12
a62cc4f9-924b-4bd2-82e1-df1c3cc40470,apartment,sale,Kanal,1,Sialkot,Cantt,Cantt,Phase 5,D,,,,,pending,42950000,,25460000,45700000,paid,possession_ready,registry_pending,available,5ab13d8b-c9f8-40d9-bfc7-dc482073e3af,2026-04-13 11:03:10
1ec75161-7fa3-4f60-b8d9-6aa1ba35c9fc,house,sale,Kanal,2,Peshawar,DHA Peshawar,DHA Peshawar,,A,,,,,,3200000,,2270000,3080000,,file_only,not_verified,available,f58bf36e-969c-43a9-8a23-d73ec0cb7a84,2025-11-30 09:19:45
0ace3c17-b258-4e0c-a6e5-58bbf91cfa90,file,sale,Sq Yd,2606,Islamabad,G-11,G-11,Phase 6,,844,F-10712,closed,on schedule,,49900000,,27500000,47750000,,under_development,registry_pending,rented,698e9ac3-4525-4d70-b2b9-f38e8b9416bc,2026-07-15 11:35:28
7c6ed63f-5d3c-4700-9db3-fd991cad1e5f,residential_plot,sale,Sq Yd,3582,Karachi,DHA Karachi,DHA Karachi,Phase 2,G,147,,,,,11150000,,6110000,10660000,,possession_ready,not_verified,available,dd2d9276-b17b-4ec6-9790-114248b796e0,2026-08-12 14:59:18
948424c8-1472-40fb-a70d-c8643aa2bfb5,residential_plot,sale,Sq Ft,3150,Rawalpindi,Bahria Town Rawalpindi,Bahria Town Rawalpindi,,F,135,,,,pending,34000000,,17550000,37600000,pending,possession_ready,noc_verified,rented,461cdee4-1217-4aba-b20b-14cdd34cdd36,2025-08-13 08:35:20
ea477300-6677-42be-85e6-efc5d16af4df,apartment,sale,Sq Yd,3624,Lahore,DHA Lahore,DHA Lahore,Phase 8,,,,,,,48300000,,30800000,51700000,pending,possession_ready,transfer_complete,suspended,,2026-04-19 21:41:24
5af738c4-970e-4216-8ec4-e716f003928f,apartment,sale,Sq Ft,3021,Multan,Model Town Multan,Model Town Multan,Phase 1,,,,,,paid,29450000,,23140000,32600000,,under_development,noc_verified,token_taken,db3fa773-bada-4dd9-83a8-cfab49720142,2026-08-01 15:16:44
be0c07f6-b3ca-4719-986e-cda946b966b1,residential_plot,sale,Kanal,4,Sialkot,Cantt,Cantt,Phase 7,F,812,,,,,10400000,,6610000,11580000,pending,constructed,fard_checked,available,68c1134a-8cb6-4615-96af-5d39df15eb91,2026-06-04 18:29:12
267268e6-0328-4ce1-9f98-2f9b27317790,residential_plot,rent,Kanal,4,Lahore,Johar Town,Johar Town,,,700,,,,pending,,135000,,,paid,under_development,registry_pending,available,5bbe548f-25e1-45f3-af39-97ae820b8c11,2026-03-08 14:45:55
b1791be2-ff36-4bd3-bed4-05405c11af77,house,sale,Sq Yd,1287,Islamabad,F-10,F-10,,F,,,,,paid,13000000,,8630000,14020000,,possession_ready,registry_pending,token_taken,81ef4c20-3df9-4680-b8a9-e26140949bd6,2025-09-08 19:26:39
4ae85ff5-c10f-449c-b620-7e323cdbbb93,apartment,sale,Marla,8,Lahore,Wapda Town,Wapda Town,Phase 4,,,,,,pending,39550000,,30180000,42890000,,possession_ready,fard_checked,suspended,61dbaa97-7107-4a48-988a-df046188b3ff,2025-08-02 19:00:07
18e29259-2cb8-4021-b886-6ffab061edf1,apartment,sale,Marla,6,Faisalabad,Madina Town,Madina Town,Phase 8,,,,,,paid,52250000,,36950000,51010000,paid,constructed,not_verified,available,340ba938-c318-4eb6-9071-7a799cc96f09,2026-02-04 19:59:16
313c4f86-c50e-4f93-8de5-8879dfa5956a,file,sale,Marla,19,Rawalpindi,Askari 14,Askari 14,,,623,F-71579,closed,completed,,6550000,,3960000,6400000,pending,possession_ready,noc_verified,token_taken,,2026-08-19 08:30:36
105e17b5-a35b-4c46-9eb5-b87cb9817457,house,sale,Marla,17,Karachi,PECHS,PECHS,Phase 3,,,,,,,18950000,,14850000,19840000,pending,possession_ready,not_verified,sold,,2026-07-12 21:38:16
2488818c-e4a3-4ea3-a5c0-e5632be74aa6,residential_plot,rent,Sq Ft,850,Rawalpindi,Chaklala Scheme 3,Chaklala Scheme 3,,,701,,,,,,175000,,,paid,under_development,fard_checked,available,0f384f25-ba51-4210-971f-81ea25121aff,2025-10-30 13:20:08
a684a8e4-f25b-4381-87ef-773d489ed3c7,residential_plot,sale,Kanal,2,Faisalabad,Madina Town,Madina Town,,A,670,,,,,38950000,,22630000,40240000,paid,file_only,noc_verified,suspended,a3f8cd3e-4f75-4e46-8eec-3b1c8e72f22b,2026-06-26 19:17:54
017a33b4-ee96-4a98-b72b-420d366b1bce,apartment,sale,Marla,17,Rawalpindi,Chaklala Scheme 3,Chaklala Scheme 3,,,,,,,pending,29800000,,20300000,32930000,paid,possession_ready,not_verified,token_taken,481a75d6-34a3-43f5-8107-57004b55fd3a,2026-06-03 10:14:08
1e603357-3dfd-4d11-98dd-121ee8885d01,residential_plot,sale,Sq Yd,3208,Karachi,Bahria Town Karachi,Bahria Town Karachi,,,589,,,,paid,20150000,,14660000,20850000,pending,under_development,noc_verified,available,6d583fe9-651c-43f5-af5d-9a13b99871cd,2026-08-16 21:33:25
a6988481-8648-403f-bbe3-736416390995,apartment,rent,Kanal,2,Islamabad,DHA Islamabad,DHA Islamabad,Phase 9,E,,,,,,,35000,,,pending,file_only,registry_pending,rented,,2025-10-04 08:30:05
ea00088d-e790-4d72-a2c9-991b04383b1d,house,sale,Marla,6,Rawalpindi,Askari 14,Askari 14,,G,,,,,pending,28300000,,22330000,32310000,pending,possession_ready,registry_pending,available,792c91ae-0f49-4c8d-8c5a-edadab0f5d5d,2025-12-24 20:07:37
f9d5ebb0-f692-4525-b950-e5aa2996a69c,house,rent,Marla,4,Islamabad,F-10,F-10,,G,,,,,pending,,295000,,,,constructed,registry_pending,sold,d1dddb4a-67da-4fe6-ab9a-f423d700091e,2025-12-16 15:54:10
6e21f525-3f06-411d-9fce-1fbf2030eda4,house,sale,Kanal,3,Islamabad,DHA Islamabad,DHA Islamabad,Phase 1,,,,,,,9000000,,6960000,9690000,pending,possession_ready,transfer_complete,available,75ab8466-52cc-4cc8-8a11-01c182f49c40,2025-09-09 15:10:23
3fbb7fd7-1f13-4d84-9901-73b1a5388c91,residential_plot,sale,Marla,19,Islamabad,DHA Islamabad,DHA Islamabad,,,10,,,,paid,22400000,,12010000,24610000,,constructed,fard_checked,available,e2ccf0cc-45e2-4dd8-a365-9adb43fe94b8,2026-04-17 18:15:33
bd58db9f-9b40-4bea-80af-38ede35e3d84,apartment,sale,Marla,13,Lahore,Wapda Town,Wapda Town,,E,,,,,paid,3750000,,2240000,3750000,paid,under_development,fard_checked,available,f85c3e37-f2ba-450f-a3f5-bbffb75fc6dd,2025-12-22 16:16:54
8e115db9-0b97-4247-b910-60fb4778896c,file,sale,Sq Yd,3421,Lahore,Gulberg,Gulberg,Phase 2,,876,F-89310,transfer,on schedule,,6800000,,4000000,7770000,pending,constructed,fard_checked,suspended,6d42ec1c-3c97-4aa4-af73-e035b02d71f7,2026-05-08 15:42:59
069e3583-f08c-43e0-8cfa-88faa3d43925,apartment,rent,Kanal,4,Islamabad,G-10,G-10,Phase 6,A,,,,,pending,,185000,,,paid,under_development,transfer_complete,available,18f5dd19-ac97-4357-a78d-ab781c911a1d,2026-01-28 13:16:22
b73c40a3-7204-4ab5-b40a-2fda84a7641c,apartment,sale,Kanal,3,Karachi,North Nazimabad,North Nazimabad,Phase 1,F,,,,,,3000000,,1920000,3350000,pending,file_only,noc_verified,available,,2025-08-30 16:17:45
92cb9c37-47af-4ecc-89f8-bd084b491dbc,apartment,sale,Marla,10,Faisalabad,Wapda City,Wapda City,,B,,,,,,6050000,,3110000,6260000,paid,under_development,fard_checked,token_taken,92955e3c-ae13-4311-862a-db1d1800b0e1,2025-10-04 18:45:43
238adfc5-0d30-4f7c-9423-fb61a72c1346,file,sale,Sq Yd,2458,Lahore,Askari 10,Askari 10,Phase 5,B,225,F-26665,closed,delayed,,33950000,,26270000,32910000,,possession_ready,not_verified,available,232b0bbc-2153-4df9-9173-7519c99c12e5,2026-03-19 13:17:09
c89f2df1-8c2e-4c32-8fda-9d6e7f43940a,house,sale,Sq Yd,705,Islamabad,Bahria Town Islamabad,Bahria Town Islamabad,Phase 9,A,,,,,,21650000,,10850000,22050000,,constructed,fard_checked,available,87a8554e-ad41-4c95-abec-7991e1e00665,2025-09-30 13:21:09
c5bb21b1-4988-46a5-bd90-493fad2c2c81,house,sale,Marla,6,Lahore,Valencia Town,Valencia Town,,,,,,,,12950000,,8760000,12950000,paid,file_only,noc_verified,available,7b53062f-948d-4391-91f4-991edcc1d0d0,2026-07-14 08:58:11
5d29d2dd-b51c-41bc-8872-fc893239e82b,residential_plot,rent,Kanal,3,Rawalpindi,DHA Rawalpindi,DHA Rawalpindi,,,403,,,,,,35000,,,paid,file_only,fard_checked,available,,2026-06-28 20:45:09
880d42b9-f92a-4806-9ebe-478c061f6ffd,file,sale,Marla,15,Lahore,DHA Lahore,DHA Lahore,Phase 6,D,704,F-38932,ballot,completed,,3050000,,2130000,3250000,paid,file_only,fard_checked,token_taken,f51b7bcc-07ad-48cf-8dc8-5279a080815b,2026-08-20 12:13:45
e11420ee-514e-4d8f-83e3-823b3571c8cf,apartment,rent,Sq Ft,3514,Lahore,Model Town,Model Town,Phase 7,,,,,,,,95000,,,,constructed,not_verified,available,272090d8-a408-40f1-a9eb-aa2df0b38b7e,2026-03-18 21:02:44
9cf1097f-e4f8-4d69-9f1e-79ae7db96d14,apartment,sale,Sq Ft,2868,Karachi,Gulshan-e-Iqbal,Gulshan-e-Iqbal,,E,,,,,pending,44800000,,28620000,43610000,,possession_ready,registry_pending,available,,2025-12-20 19:12:40
3256bc26-e559-41a3-959a-6c620ed2b127,agricultural,sale,Marla,5,Karachi,North Nazimabad,North Nazimabad,,B,9,,,,pending,51950000,,32770000,57010000,,under_development,noc_verified,available,,2025-08-04 09:16:07
82b3d75e-0b68-4a0b-bd04-f0a97c543f24,residential_plot,sale,Sq Ft,3931,Karachi,Clifton,Clifton,,,716,,,,,11800000,,6810000,12710000,paid,possession_ready,not_verified,sold,861d529d-6f60-4501-8f46-64546f49e641,2026-03-09 13:35:54
2bfcd8fa-cfbc-4f81-ab75-9feb6edcfcc1,apartment,rent,Kanal,2,Karachi,Askari 5,Askari 5,,C,,,,,paid,,20000,,,pending,possession_ready,fard_checked,available,fd76d611-3823-4c2b-8ce3-3df842235131,2026-01-01 10:54:57
045d2956-47ec-45d2-b39d-406d72ede11f,residential_plot,sale,Sq Ft,3884,Lahore,Askari 10,Askari 10,,,457,,,,pending,10300000,,6310000,11830000,pending,file_only,not_verified,available,41716455-62dd-4da6-a768-7fa3fe794897,2025-12-12 10:20:36
ea851ff0-f3be-4c62-9ec2-05186f6eb210,house,sale,Sq Yd,3096,Lahore,Wapda Town,Wapda Town,,,,,,,,10600000,,5490000,10130000,,constructed,not_verified,available,b80669e2-471b-41fe-8ffa-1f91f746ed2b,2026-07-20 18:42:56
08f993c0-c7ba-47ad-839d-3bc2aa80814b,residential_plot,sale,Marla,17,Karachi,PECHS,PECHS,Phase 2,,911,,,,paid,3500000,,2490000,3940000,pending,possession_ready,fard_checked,rented,792c91ae-0f49-4c8d-8c5a-edadab0f5d5d,2026-04-30 14:44:30
6dc087fb-6f22-4141-b34f-6fead249a6c9,residential_plot,sale,Sq Ft,528,Lahore,Gulberg,Gulberg,,,43,,,,pending,51550000,,36700000,56350000,,file_only,not_verified,rented,,2025-09-12 21:26:02
c5cd352e-b34d-461a-8802-e0826632b8c5,commercial,sale,Sq Ft,3876,Lahore,Gulberg,Gulberg,,C,497,,,,,20450000,,14500000,21110000,,file_only,fard_checked,suspended,,2026-01-16 21:26:57
6571e0cd-c1e5-4f53-9470-7c569d58b6dd,file,rent,Sq Ft,754,Lahore,Johar Town,Johar Town,Phase 1,B,534,F-43702,ballot,on schedule,,,55000,,,,possession_ready,noc_verified,available,4676cf94-1ee4-4898-a698-feeff34a5296,2026-03-20 21:55:03
530d6e1e-6f0b-49ba-8ecd-0dfdaa4527d0,commercial,sale,Sq Ft,680,Bahawalpur,Model Town Bahawalpur,Model Town Bahawalpur,Phase 4,C,660,,,,,27350000,,17130000,26670000,,under_development,noc_verified,sold,d1dddb4a-67da-4fe6-ab9a-f423d700091e,2025-11-22 13:02:11
8f1e8261-4f13-4974-bf0d-4149b235a721,residential_plot,rent,Kanal,2,Karachi,North Nazimabad,North Nazimabad,Phase 1,,430,,,,paid,,40000,,,,possession_ready,not_verified,available,90601887-5194-42f9-b81a-e75040115baf,2026-04-19 20:54:59
2d8d8f04-4899-4a58-9927-189fc7d02520,file,sale,Sq Yd,2495,Multan,Bosan Road,Bosan Road,,C,670,F-55801,transfer,delayed,,22550000,,13800000,24520000,,possession_ready,noc_verified,sold,,2025-08-07 15:47:32
2c2dfec2-4fe1-4e3e-bfd5-46f2e3e2ac0d,house,sale,Sq Ft,3882,Rawalpindi,DHA Rawalpindi,DHA Rawalpindi,Phase 8,,,,,,,52500000,,28280000,50900000,pending,possession_ready,not_verified,sold,,2025-10-03 19:28:24
9330eb91-1be5-4adc-a5eb-018de474793f,residential_plot,sale,Sq Yd,1271,Islamabad,Bahria Town Islamabad,Bahria Town Islamabad,,,908,,,,,13150000,,9960000,12750000,,file_only,not_verified,available,a461a578-1c1e-47da-a53e-a0e37c806cc0,2026-06-27 15:24:26
43722c2d-48fd-4cba-bb0e-58b35e6edd2b,house,sale,Sq Ft,1589,Lahore,DHA Lahore,DHA Lahore,Phase 2,B,,,,,,47000000,,28580000,46420000,paid,under_development,fard_checked,available,b9caad0c-d57d-449d-8593-5f6fffe01f44,2026-02-10 13:20:35
bc996999-8c8c-49b3-b3a1-b3ce8b7a4d8f,house,sale,Marla,17,Multan,Model Town Multan,Model Town Multan,Phase 7,F,,,,,,59500000,,39280000,61720000,,under_development,fard_checked,available,262303c2-7d49-4254-9244-e3e159288fea,2026-07-02 13:15:55
b9304e24-e78e-4dd1-8064-ed9ed499d902,residential_plot,sale,Marla,6,Lahore,Model Town,Model Town,,,705,,,,paid,45300000,,34610000,49200000,paid,file_only,not_verified,sold,f01b2504-ceae-4568-8929-68ac5df94ffb,2026-05-27 20:39:20
77c1ee6e-55d2-480c-b5d0-25e3f521115c,house,sale,Sq Ft,3226,Gujranwala,Model Town Gujranwala,Model Town Gujranwala,,G,,,,,,52650000,,33660000,55010000,pending,under_development,not_verified,available,b9caad0c-d57d-449d-8593-5f6fffe01f44,2025-12-19 14:24:41
09939c31-c245-41c4-bef0-499055b7c01d,commercial,sale,Sq Ft,589,Islamabad,F-11,F-11,Phase 8,D,470,,,,paid,10250000,,6430000,10330000,paid,under_development,registry_pending,rented,78545269-f8f0-4595-b9ab-510fb78501e5,2025-08-10 10:49:16
de85fc29-1d16-439d-93db-b2880130bd0b,house,sale,Sq Ft,2235,Lahore,Wapda Town,Wapda Town,,A,,,,,pending,26150000,,19420000,25390000,,file_only,fard_checked,sold,1c51c884-e8ab-40a5-bba9-cb1991ee1249,2026-04-27 20:21:32
f9789860-8a75-4659-adc6-1671c4d0a10d,residential_plot,sale,Kanal,1,Peshawar,University Town,University Town,Phase 8,,807,,,,paid,11350000,,6830000,12570000,pending,possession_ready,fard_checked,rented,,2025-07-26 20:51:26
03993955-b92b-4648-a252-ec7b89067b3d,apartment,sale,Sq Ft,1810,Faisalabad,Wapda City,Wapda City,Phase 3,H,,,,,pending,42950000,,26650000,45890000,,constructed,not_verified,available,6fdb47ce-96db-4aa6-b385-e3013d7323e3,2026-05-25 09:45:32
2c626416-8186-41ee-ac81-a529fda3def5,residential_plot,sale,Sq Ft,2234,Quetta,Cantt Quetta,Cantt Quetta,,B,260,,,,,13650000,,9640000,13200000,pending,file_only,transfer_complete,available,574ecc76-46e0-41a7-9d34-81a625fb0aae,2025-08-01 12:49:49
13c919a5-4907-4fe0-9a19-ad71b6624aff,house,sale,Sq Yd,2449,Faisalabad,Jinnah Colony,Jinnah Colony,,H,,,,,,41750000,,26900000,42180000,,possession_ready,not_verified,available,,2025-10-13 09:51:12
4da56d2d-8783-4379-bb98-dd577eec1b06,commercial,sale,Sq Ft,2396,Faisalabad,Madina Town,Madina Town,,,438,,,,pending,9150000,,7290000,8750000,,possession_ready,transfer_complete,available,5a96b9ce-c983-4c71-a74a-27018c449954,2026-01-30 14:54:04
3dabbda0-e1aa-40f6-a199-0ef13f2a1236,apartment,sale,Sq Ft,2052,Lahore,Johar Town,Johar Town,,,,,,,pending,22800000,,15130000,23610000,,file_only,not_verified,rented,0cc0152d-93fb-49ad-9a3e-7cd889b4d239,2026-01-30 08:56:02
